Frekvens	Kanal A	Kanal B
(ms)	(V)	(V)

0.00000000	0.64037900	5.45183300
0.01000000	0.64037900	5.45183300
0.02000000	0.64037900	5.45183300
0.03000000	0.64037900	5.45183300
0.04000000	0.62303150	5.45183300
0.05000000	0.62303150	5.45183300
0.06000000	0.62303150	5.45183300
0.07000000	0.62303150	5.45183300
0.08000000	0.62303150	5.45183300
0.09000000	0.60574560	5.45183300
0.10000000	0.60574560	5.45183300
0.11000000	0.60574560	5.45183300
0.12000000	0.60574560	5.45183300
0.13000000	0.60574560	5.45183300
0.14000000	0.58845970	5.45183300
0.15000000	0.58845970	5.45183300
0.16000000	0.58845970	5.45183300
0.17000000	0.58845970	5.45183300
0.18000000	0.58845970	5.45183300
0.19000000	0.58845970	5.45183300
0.19999999	0.57111220	5.45183300
0.20999999	0.57111220	5.45183300
0.21999999	0.57111220	5.45183300
0.22999999	0.57111220	5.45183300
0.23999999	0.57111220	5.45183300
0.24999999	0.57111220	5.45183300
0.25999999	0.55382630	5.45183300
0.26999999	0.55382630	5.45183300
0.27999999	0.55382630	5.45183300
0.28999999	0.55382630	5.45183300
0.29999999	0.55382630	5.45183300
0.30999999	0.53654030	5.45183300
0.31999999	0.53654030	5.36540400
0.32999999	0.53654030	5.45183300
0.33999999	0.53654030	5.45183300
0.34999999	0.53654030	5.36540400
0.35999999	0.53654030	5.45183300
0.36999999	0.51919290	5.45183300
0.37999999	0.51919290	5.45183300
0.38999999	0.51919290	5.36540400
0.39999999	0.51919290	5.45183300
0.40999999	0.51919290	5.45183300
0.41999999	0.51919290	5.45183300
0.42999999	0.50190700	5.45183300
0.43999999	0.50190700	5.45183300
0.44999999	0.50190700	5.45183300
0.45999999	0.50190700	5.36540400
0.46999999	0.50190700	5.36540400
0.47999999	0.50190700	5.36540400
0.48999999	0.50190700	5.36540400
0.49999999	0.48462100	5.36540400
0.50999999	0.48462100	5.36540400
0.51999999	0.48462100	5.36540400
0.52999999	0.48462100	5.36540400
0.53999999	0.48462100	5.36540400
0.54999999	0.48462100	5.36540400
0.55999999	0.48462100	5.36540400
0.56999999	0.46727360	5.36540400
0.57999999	0.46727360	5.36540400
0.58999999	0.46727360	5.36540400
0.59999998	0.46727360	5.36540400
0.60999998	0.46727360	5.36540400
0.61999998	0.46727360	5.36540400
0.62999998	0.44998770	5.36540400
0.63999998	0.44998770	5.36540400
0.64999998	0.44998770	5.36540400
0.65999998	0.44998770	5.36540400
0.66999998	0.44998770	5.36540400
0.67999998	0.44998770	5.36540400
0.68999998	0.44998770	5.36540400
0.69999998	0.43264030	5.36540400
0.70999998	0.43264030	5.36540400
0.71999998	0.43264030	5.36540400
0.72999998	0.43264030	5.36540400
0.73999998	0.43264030	5.36540400
0.74999998	0.43264030	5.36540400
0.75999998	0.43264030	5.36540400
0.76999998	0.41535430	5.36540400
0.77999998	0.41535430	5.36540400
0.78999998	0.41535430	5.36540400
0.79999998	0.41535430	5.36540400
0.80999998	0.41535430	5.36540400
0.81999998	0.41535430	5.36540400
0.82999998	0.41535430	5.36540400
0.83999998	0.41535430	5.36540400
0.84999998	0.41535430	5.36540400
0.85999998	0.39806840	5.36540400
0.86999998	0.39806840	5.27866600
0.87999998	0.39806840	5.36540400
0.88999998	0.39806840	5.36540400
0.89999998	0.39806840	5.36540400
0.90999998	0.39806840	5.27866600
0.91999998	0.39806840	5.27866600
0.92999998	0.39806840	5.27866600
0.93999998	0.39806840	5.36540400
0.94999998	0.38072100	5.27866600
0.95999998	0.38072100	5.27866600
0.96999998	0.38072100	5.27866600
0.97999998	0.38072100	5.27866600
0.98999997	0.38072100	5.27866600
0.99999997	0.38072100	5.27866600
1.00999997	0.38072100	5.27866600
1.01999997	0.38072100	5.27866600
1.02999997	0.38072100	5.27866600
1.03999997	0.38072100	5.27866600
1.04999997	0.36343500	5.27866600
1.05999997	0.36343500	5.27866600
1.06999997	0.36343500	5.27866600
1.07999997	0.36343500	5.27866600
1.08999997	0.36343500	5.27866600
1.09999997	0.36343500	5.27866600
1.10999997	0.36343500	5.27866600
1.11999997	0.36343500	5.27866600
1.12999997	0.36343500	5.27866600
1.13999997	0.36343500	5.27866600
1.14999997	0.36343500	5.27866600
1.15999997	0.34614910	5.27866600
1.16999997	0.34614910	5.27866600
1.17999997	0.34614910	5.27866600
1.18999997	0.34614910	5.27866600
1.19999997	0.34614910	5.27866600
1.20999997	0.34614910	5.27866600
1.21999997	0.34614910	5.27866600
1.22999997	0.34614910	5.27866600
1.23999997	0.34614910	5.27866600
1.24999997	0.34614910	5.27866600
