Frekvens	Kanal A	Kanal B
(s)	(V)	(V)

0.00000000	2.49015700	8.82689500
0.00013334	2.53383400	8.74046500
0.00026667	2.49015700	8.74046500
0.00040001	2.49015700	8.74046500
0.00053334	2.49015700	8.74046500
0.00066668	2.44648100	8.65372800
0.00080002	2.49015700	8.65372800
0.00093335	2.44648100	8.65372800
0.00106669	2.49015700	8.65372800
0.00120002	2.49015700	8.56729800
0.00133336	2.44648100	8.56729800
0.00146670	2.49015700	8.56729800
0.00160003	2.49015700	8.48086800
0.00173337	2.44648100	8.48086800
0.00186670	2.44648100	8.48086800
0.00200004	2.49015700	8.48086800
0.00213338	2.49015700	8.39413200
0.00226671	2.53383400	8.39413200
0.00240005	2.49015700	8.30770200
0.00253338	2.53383400	8.30770200
0.00266672	2.53383400	8.30770200
0.00280006	2.57766400	8.22127200
0.00293339	2.57766400	8.22127200
0.00306673	2.62134000	8.22127200
0.00320006	2.62134000	8.13453500
0.00333340	2.66501600	8.13453500
0.00346674	2.66501600	8.13453500
0.00360007	2.66501600	8.04810500
0.00373341	2.70869200	8.04810500
0.00386674	2.75236800	8.04810500
0.00400008	2.75236800	8.04810500
0.00413342	2.75236800	7.96167600
0.00426675	2.79604500	7.96167600
0.00440009	2.79604500	7.96167600
0.00453342	2.83972100	7.87493800
0.00466676	2.83972100	7.87493800
0.00480010	2.88339700	7.87493800
0.00493343	2.92707300	7.78850900
0.00506677	2.88339700	7.78850900
0.00520010	2.97074900	7.78850900
0.00533344	2.97074900	7.70177200
0.00546678	2.97074900	7.70177200
0.00560011	3.01442600	7.70177200
0.00573345	3.05825500	7.70177200
0.00586678	3.10193200	7.61534200
0.00600012	3.10193200	7.61534200
0.00613346	3.14560800	7.52891300
0.00626679	3.14560800	7.52891300
0.00640013	3.18928400	7.52891300
0.00653346	3.23296000	7.44217500
0.00666680	3.23296000	7.44217500
0.00680014	3.27663600	7.44217500
0.00693347	3.27663600	7.44217500
0.00706681	3.32031300	7.35574500
0.00720014	3.32031300	7.35574500
0.00733348	3.32031300	7.35574500
0.00746682	3.32031300	7.35574500
0.00760015	3.36398900	7.26931600
0.00773349	3.36398900	7.26931600
0.00786682	3.40766500	7.18257900
0.00800016	3.36398900	7.18257900
0.00813350	3.36398900	7.18257900
0.00826683	3.40766500	7.09614900
0.00840017	3.40766500	7.09614900
0.00853350	3.40766500	7.09614900
0.00866684	3.40766500	7.09614900
0.00880018	3.45134100	7.09614900
0.00893351	3.40766500	7.00971900
0.00906685	3.40766500	7.00971900
0.00920018	3.45134100	6.92298200
0.00933352	3.40766500	6.92298200
0.00946686	3.40766500	6.92298200
0.00960019	3.45134100	6.92298200
0.00973353	3.40766500	6.83655300
0.00986686	3.36398900	6.83655300
0.01000020	3.36398900	6.83655300
0.01013354	3.36398900	6.83655300
0.01026687	3.36398900	6.75012300
0.01040021	3.36398900	6.75012300
0.01053354	3.36398900	6.66338600
0.01066688	3.32031300	6.66338600
0.01080022	3.32031300	6.66338600
0.01093355	3.27663600	6.66338600
0.01106689	3.32031300	6.57695600
0.01120022	3.27663600	6.57695600
0.01133356	3.23296000	6.57695600
