Frekvens	Kanal A	Kanal B
(ms)	(V)	(V)

0.00000000	3.18928400	1.64400800
0.13333600	3.10193200	1.55757900
0.26667200	3.05825500	1.55757900
0.40000799	3.05825500	1.55757900
0.53334399	3.01442600	1.55757900
0.66667999	2.97074900	1.47114900
0.80001599	2.97074900	1.47114900
0.93335198	2.92707300	1.47114900
1.06668798	2.88339700	1.47114900
1.20002398	2.88339700	1.38441200
1.33335998	2.83972100	1.38441200
1.46669598	2.83972100	1.38441200
1.60003197	2.79604500	1.29798200
1.73336797	2.83972100	1.29798200
1.86670397	2.79604500	1.21155300
2.00003997	2.75236800	1.21155300
2.13337597	2.75236800	1.21155300
2.26671196	2.75236800	1.21155300
2.40004796	2.75236800	1.21155300
2.53338396	2.75236800	1.12481500
2.66671996	2.75236800	1.12481500
2.80005595	2.75236800	1.03838600
2.93339195	2.75236800	1.03838600
3.06672795	2.75236800	1.03838600
3.20006395	2.79604500	1.03838600
3.33339995	2.79604500	0.95164860
3.46673594	2.79604500	0.95164860
3.60007194	2.79604500	0.86521900
3.73340794	2.79604500	0.86521900
3.86674394	2.83972100	0.86521900
4.00007993	2.83972100	0.86521900
4.13341593	2.88339700	0.86521900
4.26675193	2.88339700	0.77878930
4.40008793	2.92707300	0.77878930
4.53342393	2.92707300	0.77878930
4.66675992	2.97074900	0.69205220
4.80009592	3.01442600	0.69205220
4.93343192	3.05825500	0.69205220
5.06676792	3.10193200	0.60562250
5.20010391	3.14560800	0.60562250
5.33343991	3.18928400	0.60562250
5.46677591	3.23296000	0.60562250
5.60011191	3.27663600	0.51919290
5.73344791	3.27663600	0.51919290
5.86678390	3.36398900	0.51919290
6.00011990	3.36398900	0.43245570
6.13345590	3.40766500	0.43245570
6.26679190	3.45134100	0.34602610
6.40012790	3.45134100	0.43245570
6.53346389	3.53869300	0.34602610
6.66679989	3.53869300	0.34602610
6.80013589	3.53869300	0.25959650
6.93347189	3.58252300	0.25959650
7.06680788	3.58252300	0.25959650
7.20014388	3.58252300	0.25959650
7.33347988	3.62619900	0.17285930
7.46681588	3.62619900	0.17285930
7.60015188	3.66987600	0.17285930
7.73348787	3.62619900	0.08642963
7.86682387	3.62619900	0.08642963
8.00015987	3.62619900	0.08642963
8.13349587	3.62619900	0.08642963
8.26683186	3.62619900	0.00000000
8.40016786	3.62619900	0.08642963
8.53350386	3.62619900	0.08642963
8.66683986	3.62619900	0.17285930
8.80017586	3.62619900	0.17285930
8.93351185	3.66987600	0.17285930
9.06684785	3.66987600	0.25959650
9.20018385	3.66987600	0.25959650
9.33351985	3.62619900	0.25959650
9.46685584	3.62619900	0.25959650
9.60019184	3.62619900	0.34602610
9.73352784	3.58252300	0.34602610
9.86686384	3.58252300	0.34602610
10.00019984	3.58252300	0.43245570
10.13353583	3.62619900	0.43245570
10.26687183	3.53869300	0.43245570
10.40020783	3.53869300	0.51919290
10.53354383	3.53869300	0.51919290
10.66687983	3.49501700	0.60562250
10.80021582	3.49501700	0.60562250
10.93355182	3.49501700	0.60562250
11.06688782	3.45134100	0.69205220
11.20022382	3.40766500	0.60562250
11.33355981	3.40766500	0.69205220
11.46689581	3.36398900	0.69205220
11.60023181	3.40766500	0.77878930
11.73356781	3.36398900	0.77878930
11.86690381	3.32031300	0.77878930
12.00023980	3.32031300	0.86521900
12.13357580	3.32031300	0.86521900
12.26691180	3.27663600	0.86521900
12.40024780	3.27663600	0.86521900
12.53358379	3.23296000	0.95164860
12.66691979	3.23296000	0.95164860
12.80025579	3.18928400	1.03838600
12.93359179	3.18928400	1.03838600
13.06692779	3.14560800	1.03838600
13.20026378	3.10193200	1.12481500
13.33359978	3.05825500	1.12481500
13.46693578	3.05825500	1.12481500
13.60027178	3.01442600	1.12481500
13.73360778	3.01442600	1.21155300
13.86694377	2.92707300	1.21155300
14.00027977	2.92707300	1.29798200
14.13361577	2.92707300	1.29798200
14.26695177	2.88339700	1.29798200
14.40028776	2.83972100	1.29798200
14.53362376	2.83972100	1.38441200
14.66695976	2.83972100	1.38441200
14.80029576	2.83972100	1.38441200
14.93363176	2.83972100	1.38441200
15.06696775	2.79604500	1.47114900
15.20030375	2.79604500	1.47114900
15.33363975	2.79604500	1.47114900
15.46697575	2.79604500	1.55757900
15.60031174	2.75236800	1.55757900
15.73364774	2.79604500	1.55757900
15.86698374	2.83972100	1.64400800
16.00031974	2.79604500	1.64400800
16.13365574	2.83972100	1.64400800
16.26699173	2.83972100	1.73074600
16.40032773	2.88339700	1.73074600
16.53366373	2.88339700	1.73074600
16.66699973	2.88339700	1.81717500
