Tid	Kanal A
(s)	(V)

-0.15070000	0.38970230
-0.15060000	0.39896040
-0.15050000	0.39896040
-0.15040000	0.39896040
-0.15030000	0.38970230
-0.15020000	0.38041340
-0.15010000	0.38041340
-0.15000000	0.37112450
-0.14990000	0.36186640
-0.14980000	0.35257750
-0.14970000	0.34328860
-0.14960000	0.33403050
-0.14950000	0.32474160
-0.14940000	0.32474160
-0.14930000	0.32474160
-0.14920000	0.32474160
-0.14910000	0.32474160
-0.14900000	0.32474160
-0.14890000	0.32474160
-0.14880000	0.33403050
-0.14870000	0.33403050
-0.14860000	0.33403050
-0.14850000	0.33403050
-0.14840000	0.33403050
-0.14830000	0.33403050
-0.14820000	0.32474160
-0.14810000	0.32474160
-0.14800000	0.32474160
-0.14790000	0.32474160
-0.14780000	0.31545280
-0.14770000	0.31545280
-0.14760000	0.30619460
-0.14750000	0.30619460
-0.14740000	0.30619460
-0.14730000	0.29690580
-0.14720000	0.29690580
-0.14710000	0.29690580
-0.14700000	0.29690580
-0.14690000	0.29690580
-0.14680000	0.29690580
-0.14670000	0.29690580
-0.14660000	0.29690580
-0.14650000	0.29690580
-0.14640000	0.29690580
-0.14630000	0.29690580
-0.14620000	0.29690580
-0.14610000	0.29690580
-0.14600000	0.30619460
-0.14590000	0.30619460
-0.14580000	0.30619460
-0.14570000	0.30619460
-0.14560000	0.30619460
-0.14550000	0.29690580
-0.14540000	0.29690580
-0.14530000	0.29690580
-0.14520000	0.29690580
-0.14510000	0.29690580
-0.14500000	0.28761690
-0.14490000	0.28761690
-0.14480000	0.28761690
-0.14470000	0.27835880
-0.14460000	0.28761690
-0.14450000	0.27835880
-0.14440000	0.27835880
-0.14430000	0.27835880
-0.14420000	0.27835880
-0.14410000	0.27835880
-0.14400000	0.27835880
-0.14390000	0.27835880
-0.14380000	0.27835880
-0.14370000	0.27835880
-0.14360000	0.27835880
-0.14350000	0.27835880
-0.14340000	0.28761690
-0.14330000	0.28761690
-0.14320000	0.28761690
-0.14310000	0.29690580
-0.14300000	0.30619460
-0.14290000	0.30619460
-0.14280000	0.31545280
-0.14270000	0.31545280
-0.14260000	0.32474160
-0.14250000	0.32474160
-0.14240000	0.32474160
-0.14230000	0.32474160
-0.14220000	0.33403050
-0.14210000	0.33403050
-0.14200000	0.33403050
-0.14190000	0.34328860
-0.14180000	0.34328860
-0.14170000	0.35257750
-0.14160000	0.35257750
-0.14150000	0.36186640
-0.14140000	0.36186640
-0.14130000	0.37112450
-0.14120000	0.37112450
-0.14110000	0.37112450
-0.14100000	0.37112450
-0.14090000	0.36186640
-0.14080000	0.36186640
-0.14070000	0.36186640
-0.14060000	0.35257750
-0.14050000	0.34328860
-0.14040000	0.34328860
-0.14030000	0.33403050
-0.14020000	0.33403050
-0.14010000	0.33403050
-0.14000000	0.33403050
-0.13990000	0.33403050
-0.13980000	0.33403050
-0.13970000	0.34328860
-0.13960000	0.34328860
-0.13950000	0.35257750
-0.13940000	0.34328860
-0.13930000	0.35257750
-0.13920000	0.35257750
-0.13910000	0.35257750
-0.13900000	0.35257750
-0.13890000	0.35257750
-0.13880000	0.34328860
-0.13870000	0.34328860
-0.13860000	0.34328860
-0.13850000	0.33403050
-0.13840000	0.33403050
-0.13830000	0.32474160
-0.13820000	0.32474160
-0.13810000	0.31545280
-0.13800000	0.31545280
-0.13790000	0.30619460
-0.13780000	0.30619460
-0.13770000	0.30619460
-0.13760000	0.30619460
-0.13750000	0.30619460
-0.13740000	0.30619460
-0.13730000	0.30619460
-0.13720000	0.30619460
-0.13710000	0.30619460
-0.13700000	0.31545280
-0.13690000	0.31545280
-0.13680000	0.32474160
-0.13670000	0.32474160
-0.13660000	0.33403050
-0.13650000	0.34328860
-0.13640000	0.34328860
-0.13630000	0.34328860
-0.13620000	0.35257750
-0.13610000	0.34328860
-0.13600000	0.34328860
-0.13590000	0.33403050
-0.13580000	0.33403050
-0.13570000	0.31545280
-0.13560000	0.31545280
-0.13550000	0.30619460
-0.13540000	0.29690580
-0.13530000	0.28761690
-0.13520000	0.27835880
-0.13510000	0.26906990
-0.13500000	0.26906990
-0.13490000	0.26906990
-0.13480000	0.25978100
-0.13470000	0.25978100
-0.13460000	0.25978100
-0.13450000	0.25978100
-0.13440000	0.25978100
-0.13430000	0.25978100
-0.13420000	0.25978100
-0.13410000	0.25978100
-0.13400000	0.25978100
-0.13390000	0.25978100
-0.13380000	0.25978100
-0.13370000	0.25978100
-0.13360000	0.25978100
-0.13350000	0.25978100
-0.13340000	0.26906990
-0.13330000	0.26906990
-0.13320000	0.26906990
-0.13310000	0.27835880
-0.13300000	0.27835880
-0.13290000	0.28761690
-0.13280000	0.29690580
-0.13270000	0.29690580
-0.13260000	0.30619460
-0.13250000	0.31545280
-0.13240000	0.31545280
-0.13230000	0.32474160
-0.13220000	0.33403050
-0.13210000	0.34328860
-0.13200000	0.34328860
-0.13190000	0.35257750
-0.13180000	0.36186640
-0.13170000	0.36186640
-0.13160000	0.36186640
-0.13150000	0.36186640
-0.13140000	0.37112450
-0.13130000	0.37112450
-0.13120000	0.37112450
-0.13110000	0.37112450
-0.13100000	0.37112450
-0.13090000	0.37112450
-0.13080000	0.36186640
-0.13070000	0.36186640
-0.13060000	0.36186640
-0.13050000	0.36186640
-0.13040000	0.36186640
-0.13030000	0.36186640
-0.13020000	0.36186640
-0.13010000	0.36186640
-0.13000000	0.36186640
-0.12990000	0.36186640
-0.12980000	0.36186640
-0.12970000	0.36186640
-0.12960000	0.36186640
-0.12950000	0.36186640
-0.12940000	0.36186640
-0.12930000	0.36186640
-0.12920000	0.35257750
-0.12910000	0.35257750
-0.12900000	0.34328860
-0.12890000	0.34328860
-0.12880000	0.33403050
-0.12870000	0.33403050
-0.12860000	0.32474160
-0.12850000	0.32474160
-0.12840000	0.31545280
-0.12830000	0.30619460
-0.12820000	0.30619460
-0.12810000	0.29690580
-0.12800000	0.29690580
-0.12790000	0.29690580
-0.12780000	0.29690580
-0.12770000	0.29690580
-0.12760000	0.29690580
-0.12750000	0.28761690
-0.12740000	0.29690580
-0.12730000	0.29690580
-0.12720000	0.29690580
-0.12710000	0.30619460
-0.12700000	0.30619460
-0.12690000	0.30619460
-0.12680000	0.30619460
-0.12670000	0.31545280
-0.12660000	0.31545280
-0.12650000	0.31545280
-0.12640000	0.31545280
-0.12630000	0.31545280
-0.12620000	0.31545280
-0.12610000	0.32474160
-0.12600000	0.31545280
-0.12590000	0.31545280
-0.12580000	0.31545280
-0.12570000	0.30619460
-0.12560000	0.30619460
-0.12550000	0.30619460
-0.12540000	0.30619460
-0.12530000	0.30619460
-0.12520000	0.30619460
-0.12510000	0.30619460
-0.12500000	0.31545280
-0.12490000	0.30619460
-0.12480000	0.31545280
-0.12470000	0.31545280
-0.12460000	0.32474160
-0.12450000	0.32474160
-0.12440000	0.32474160
-0.12430000	0.32474160
-0.12420000	0.32474160
-0.12410000	0.32474160
-0.12400000	0.32474160
-0.12390000	0.31545280
-0.12380000	0.31545280
-0.12370000	0.31545280
-0.12360000	0.30619460
-0.12350000	0.30619460
-0.12340000	0.30619460
-0.12330000	0.30619460
-0.12320000	0.29690580
-0.12310000	0.29690580
-0.12300000	0.29690580
-0.12290000	0.29690580
-0.12280000	0.29690580
-0.12270000	0.29690580
-0.12260000	0.29690580
-0.12250000	0.29690580
-0.12240000	0.30619460
-0.12230000	0.30619460
-0.12220000	0.30619460
-0.12210000	0.31545280
-0.12200000	0.31545280
-0.12190000	0.31545280
-0.12180000	0.31545280
-0.12170000	0.32474160
-0.12160000	0.32474160
-0.12150000	0.32474160
-0.12140000	0.32474160
-0.12130000	0.32474160
-0.12120000	0.32474160
-0.12110000	0.32474160
-0.12100000	0.32474160
-0.12090000	0.32474160
-0.12080000	0.33403050
-0.12070000	0.33403050
-0.12060000	0.32474160
-0.12050000	0.32474160
-0.12040000	0.33403050
-0.12030000	0.33403050
-0.12020000	0.32474160
-0.12010000	0.33403050
-0.12000000	0.33403050
-0.11990000	0.33403050
-0.11980000	0.33403050
-0.11970000	0.33403050
-0.11960000	0.33403050
-0.11950000	0.33403050
-0.11940000	0.33403050
-0.11930000	0.33403050
-0.11920000	0.32474160
-0.11910000	0.31545280
-0.11900000	0.31545280
-0.11890000	0.31545280
-0.11880000	0.31545280
-0.11870000	0.30619460
-0.11860000	0.30619460
-0.11850000	0.30619460
-0.11840000	0.29690580
-0.11830000	0.29690580
-0.11820000	0.29690580
-0.11810000	0.29690580
-0.11800000	0.29690580
-0.11790000	0.29690580
-0.11780000	0.29690580
-0.11770000	0.30619460
-0.11760000	0.30619460
-0.11750000	0.30619460
-0.11740000	0.31545280
-0.11730000	0.31545280
-0.11720000	0.32474160
-0.11710000	0.32474160
-0.11700000	0.32474160
-0.11690000	0.32474160
-0.11680000	0.32474160
-0.11670000	0.32474160
-0.11660000	0.31545280
-0.11650000	0.31545280
-0.11640000	0.31545280
-0.11630000	0.30619460
-0.11620000	0.30619460
-0.11610000	0.30619460
-0.11600000	0.29690580
-0.11590000	0.29690580
-0.11580000	0.29690580
-0.11570000	0.29690580
-0.11560000	0.30619460
-0.11550000	0.30619460
-0.11540000	0.30619460
-0.11530000	0.31545280
-0.11520000	0.31545280
-0.11510000	0.31545280
-0.11500000	0.32474160
-0.11490000	0.33403050
-0.11480000	0.33403050
-0.11470000	0.33403050
-0.11460000	0.34328860
-0.11450000	0.34328860
-0.11440000	0.34328860
-0.11430000	0.35257750
-0.11420000	0.35257750
-0.11410000	0.35257750
-0.11400000	0.36186640
-0.11390000	0.36186640
-0.11380000	0.36186640
-0.11370000	0.36186640
-0.11360000	0.36186640
-0.11350000	0.36186640
-0.11340000	0.36186640
-0.11330000	0.35257750
-0.11320000	0.35257750
-0.11310000	0.35257750
-0.11300000	0.35257750
-0.11290000	0.34328860
-0.11280000	0.34328860
-0.11270000	0.34328860
-0.11260000	0.33403050
-0.11250000	0.33403050
-0.11240000	0.33403050
-0.11230000	0.33403050
-0.11220000	0.33403050
-0.11210000	0.33403050
-0.11200000	0.32474160
-0.11190000	0.32474160
-0.11180000	0.32474160
-0.11170000	0.32474160
-0.11160000	0.31545280
-0.11150000	0.31545280
-0.11140000	0.31545280
-0.11130000	0.30619460
-0.11120000	0.30619460
-0.11110000	0.30619460
-0.11100000	0.29690580
-0.11090000	0.29690580
-0.11080000	0.29690580
-0.11070000	0.30619460
-0.11060000	0.30619460
-0.11050000	0.30619460
-0.11040000	0.30619460
-0.11030000	0.31545280
-0.11020000	0.31545280
-0.11010000	0.32474160
-0.11000000	0.32474160
-0.10990000	0.33403050
-0.10980000	0.33403050
-0.10970000	0.33403050
-0.10960000	0.34328860
-0.10950000	0.34328860
-0.10940000	0.35257750
-0.10930000	0.35257750
-0.10920000	0.35257750
-0.10910000	0.36186640
-0.10900000	0.36186640
-0.10890000	0.36186640
-0.10880000	0.36186640
-0.10870000	0.36186640
-0.10860000	0.36186640
-0.10850000	0.36186640
-0.10840000	0.36186640
-0.10830000	0.36186640
-0.10820000	0.36186640
-0.10810000	0.36186640
-0.10800000	0.36186640
-0.10790000	0.36186640
-0.10780000	0.36186640
-0.10770000	0.36186640
-0.10760000	0.36186640
-0.10750000	0.36186640
-0.10740000	0.36186640
-0.10730000	0.36186640
-0.10720000	0.35257750
-0.10710000	0.35257750
-0.10700000	0.35257750
-0.10690000	0.34328860
-0.10680000	0.34328860
-0.10670000	0.33403050
-0.10660000	0.33403050
-0.10650000	0.33403050
-0.10640000	0.32474160
-0.10630000	0.31545280
-0.10620000	0.31545280
-0.10610000	0.30619460
-0.10600000	0.30619460
-0.10590000	0.29690580
-0.10580000	0.29690580
-0.10570000	0.28761690
-0.10560000	0.28761690
-0.10550000	0.28761690
-0.10540000	0.28761690
-0.10530000	0.28761690
-0.10520000	0.28761690
-0.10510000	0.28761690
-0.10500000	0.29690580
-0.10490000	0.29690580
-0.10480000	0.29690580
-0.10470000	0.29690580
-0.10460000	0.30619460
-0.10450000	0.30619460
-0.10440000	0.30619460
-0.10430000	0.30619460
-0.10420000	0.30619460
-0.10410000	0.31545280
-0.10400000	0.30619460
-0.10390000	0.31545280
-0.10380000	0.30619460
-0.10370000	0.31545280
-0.10360000	0.31545280
-0.10350000	0.31545280
-0.10340000	0.31545280
-0.10330000	0.32474160
-0.10320000	0.33403050
-0.10310000	0.33403050
-0.10300000	0.34328860
-0.10290000	0.35257750
-0.10280000	0.35257750
-0.10270000	0.35257750
-0.10260000	0.36186640
-0.10250000	0.36186640
-0.10240000	0.35257750
-0.10230000	0.35257750
-0.10220000	0.35257750
-0.10210000	0.35257750
-0.10200000	0.35257750
-0.10190000	0.35257750
-0.10180000	0.35257750
-0.10170000	0.35257750
-0.10160000	0.35257750
-0.10150000	0.35257750
-0.10140000	0.35257750
-0.10130000	0.35257750
-0.10120000	0.36186640
-0.10110000	0.35257750
-0.10100000	0.35257750
-0.10090000	0.35257750
-0.10080000	0.35257750
-0.10070000	0.34328860
-0.10060000	0.34328860
-0.10050000	0.33403050
-0.10040000	0.33403050
-0.10030000	0.33403050
-0.10020000	0.32474160
-0.10010000	0.32474160
-0.10000000	0.32474160
-0.09990000	0.32474160
-0.09980000	0.32474160
-0.09970000	0.33403050
-0.09960000	0.33403050
-0.09950000	0.33403050
-0.09940000	0.33403050
-0.09930000	0.34328860
-0.09920000	0.34328860
-0.09910000	0.34328860
-0.09900000	0.33403050
-0.09890000	0.33403050
-0.09880000	0.33403050
-0.09870000	0.32474160
-0.09860000	0.33403050
-0.09850000	0.32474160
-0.09840000	0.32474160
-0.09830000	0.32474160
-0.09820000	0.32474160
-0.09810000	0.32474160
-0.09800000	0.33403050
-0.09790000	0.33403050
-0.09780000	0.33403050
-0.09770000	0.34328860
-0.09760000	0.34328860
-0.09750000	0.34328860
-0.09740000	0.34328860
-0.09730000	0.34328860
-0.09720000	0.33403050
-0.09710000	0.33403050
-0.09700000	0.33403050
-0.09690000	0.32474160
-0.09680000	0.32474160
-0.09670000	0.31545280
-0.09660000	0.31545280
-0.09650000	0.31545280
-0.09640000	0.31545280
-0.09630000	0.31545280
-0.09620000	0.31545280
-0.09610000	0.31545280
-0.09600000	0.31545280
-0.09590000	0.31545280
-0.09580000	0.31545280
-0.09570000	0.31545280
-0.09560000	0.31545280
-0.09550000	0.31545280
-0.09540000	0.31545280
-0.09530000	0.31545280
-0.09520000	0.31545280
-0.09510000	0.31545280
-0.09500000	0.31545280
-0.09490000	0.31545280
-0.09480000	0.32474160
-0.09470000	0.32474160
-0.09460000	0.32474160
-0.09450000	0.32474160
-0.09440000	0.33403050
-0.09430000	0.33403050
-0.09420000	0.33403050
-0.09410000	0.33403050
-0.09400000	0.33403050
-0.09390000	0.34328860
-0.09380000	0.33403050
-0.09370000	0.34328860
-0.09360000	0.33403050
-0.09350000	0.34328860
-0.09340000	0.34328860
-0.09330000	0.34328860
-0.09320000	0.35257750
-0.09310000	0.35257750
-0.09300000	0.35257750
-0.09290000	0.36186640
-0.09280000	0.36186640
-0.09270000	0.36186640
-0.09260000	0.37112450
-0.09250000	0.38041340
-0.09240000	0.38041340
-0.09230000	0.38041340
-0.09220000	0.38041340
-0.09210000	0.38041340
-0.09200000	0.38041340
-0.09190000	0.38041340
-0.09180000	0.38041340
-0.09170000	0.38041340
-0.09160000	0.38041340
-0.09150000	0.38041340
-0.09140000	0.37112450
-0.09130000	0.37112450
-0.09120000	0.37112450
-0.09110000	0.37112450
-0.09100000	0.36186640
-0.09090000	0.36186640
-0.09080000	0.36186640
-0.09070000	0.36186640
-0.09060000	0.36186640
-0.09050000	0.36186640
-0.09040000	0.36186640
-0.09030000	0.35257750
-0.09020000	0.35257750
-0.09010000	0.35257750
-0.09000000	0.35257750
-0.08990000	0.35257750
-0.08980000	0.35257750
-0.08970000	0.35257750
-0.08960000	0.35257750
-0.08950000	0.35257750
-0.08940000	0.35257750
-0.08930000	0.36186640
-0.08920000	0.35257750
-0.08910000	0.35257750
-0.08900000	0.35257750
-0.08890000	0.35257750
-0.08880000	0.35257750
-0.08870000	0.35257750
-0.08860000	0.35257750
-0.08850000	0.35257750
-0.08840000	0.35257750
-0.08830000	0.34328860
-0.08820000	0.34328860
-0.08810000	0.33403050
-0.08800000	0.33403050
-0.08790000	0.33403050
-0.08780000	0.33403050
-0.08770000	0.33403050
-0.08760000	0.33403050
-0.08750000	0.33403050
-0.08740000	0.33403050
-0.08730000	0.33403050
-0.08720000	0.34328860
-0.08710000	0.34328860
-0.08700000	0.34328860
-0.08690000	0.34328860
-0.08680000	0.34328860
-0.08670000	0.34328860
-0.08660000	0.34328860
-0.08650000	0.34328860
-0.08640000	0.34328860
-0.08630000	0.34328860
-0.08620000	0.34328860
-0.08610000	0.34328860
-0.08600000	0.34328860
-0.08590000	0.34328860
-0.08580000	0.33403050
-0.08570000	0.34328860
-0.08560000	0.34328860
-0.08550000	0.35257750
-0.08540000	0.35257750
-0.08530000	0.35257750
-0.08520000	0.35257750
-0.08510000	0.36186640
-0.08500000	0.36186640
-0.08490000	0.36186640
-0.08480000	0.36186640
-0.08470000	0.37112450
-0.08460000	0.37112450
-0.08450000	0.37112450
-0.08440000	0.37112450
-0.08430000	0.37112450
-0.08420000	0.37112450
-0.08410000	0.37112450
-0.08400000	0.37112450
-0.08390000	0.37112450
-0.08380000	0.37112450
-0.08370000	0.37112450
-0.08360000	0.37112450
-0.08350000	0.37112450
-0.08340000	0.37112450
-0.08330000	0.37112450
-0.08320000	0.37112450
-0.08310000	0.37112450
-0.08300000	0.37112450
-0.08290000	0.37112450
-0.08280000	0.37112450
-0.08270000	0.36186640
-0.08260000	0.36186640
-0.08250000	0.36186640
-0.08240000	0.36186640
-0.08230000	0.36186640
-0.08220000	0.36186640
-0.08210000	0.36186640
-0.08200000	0.36186640
-0.08190000	0.36186640
-0.08180000	0.36186640
-0.08170000	0.37112450
-0.08160000	0.37112450
-0.08150000	0.37112450
-0.08140000	0.36186640
-0.08130000	0.37112450
-0.08120000	0.36186640
-0.08110000	0.36186640
-0.08100000	0.36186640
-0.08090000	0.36186640
-0.08080000	0.36186640
-0.08070000	0.36186640
-0.08060000	0.36186640
-0.08050000	0.36186640
-0.08040000	0.36186640
-0.08030000	0.36186640
-0.08020000	0.36186640
-0.08010000	0.37112450
-0.08000000	0.37112450
-0.07990000	0.37112450
-0.07980000	0.37112450
-0.07970000	0.37112450
-0.07960000	0.37112450
-0.07950000	0.37112450
-0.07940000	0.37112450
-0.07930000	0.37112450
-0.07920000	0.37112450
-0.07910000	0.37112450
-0.07900000	0.37112450
-0.07890000	0.37112450
-0.07880000	0.37112450
-0.07870000	0.37112450
-0.07860000	0.36186640
-0.07850000	0.37112450
-0.07840000	0.37112450
-0.07830000	0.36186640
-0.07820000	0.36186640
-0.07810000	0.36186640
-0.07800000	0.36186640
-0.07790000	0.36186640
-0.07780000	0.36186640
-0.07770000	0.36186640
-0.07760000	0.36186640
-0.07750000	0.36186640
-0.07740000	0.36186640
-0.07730000	0.36186640
-0.07720000	0.36186640
-0.07710000	0.36186640
-0.07700000	0.35257750
-0.07690000	0.35257750
-0.07680000	0.35257750
-0.07670000	0.35257750
-0.07660000	0.35257750
-0.07650000	0.35257750
-0.07640000	0.35257750
-0.07630000	0.35257750
-0.07620000	0.35257750
-0.07610000	0.35257750
-0.07600000	0.35257750
-0.07590000	0.35257750
-0.07580000	0.35257750
-0.07570000	0.35257750
-0.07560000	0.35257750
-0.07550000	0.35257750
-0.07540000	0.35257750
-0.07530000	0.36186640
-0.07520000	0.36186640
-0.07510000	0.36186640
-0.07500000	0.36186640
-0.07490000	0.36186640
-0.07480000	0.37112450
-0.07470000	0.37112450
-0.07460000	0.37112450
-0.07450000	0.37112450
-0.07440000	0.38041340
-0.07430000	0.38041340
-0.07420000	0.38041340
-0.07410000	0.38970230
-0.07400000	0.38041340
-0.07390000	0.38970230
-0.07380000	0.38041340
-0.07370000	0.38970230
-0.07360000	0.38970230
-0.07350000	0.38970230
-0.07340000	0.39896040
-0.07330000	0.39896040
-0.07320000	0.39896040
-0.07310000	0.39896040
-0.07300000	0.40824930
-0.07290000	0.40824930
-0.07280000	0.41753810
-0.07270000	0.41753810
-0.07260000	0.41753810
