Settings,Mean-charge,Error
dc_qL_gH_b20_r1_e7000.tif,21.893775301581876,3.155962771945846e-05
dc_qH_gH_b1_r4_e500.tif,9901.589733328894,5.808529808147375e-11
dc_qH_gL_b8_r1_e500.tif,1028536.2493491552,7.460277497882233e-12
dc_qL_gH_b20_r1_e500.tif,101.83479646990519,9.982116649403892e-06
dc_qH_gL_b4_r4_e5000.tif,104764.03055977968,3.92524656126307e-11
dc_qH_gM_b1_r4_e7000.tif,194224.13419542552,1.1013669334129642e-12
dc_qH_gH_b8_r1_e7000.tif,6278.787134643809,3.979373613530928e-09
dc_qL_gL_b4_r4_e3000.tif,32773.053198782705,1.8708780229737728e-10
dc_qL_gM_b8_r4_e10000.tif,2364.6066069618055,2.3937025973677223e-08
dc_qH_gH_b4_r4_e7000.tif,1962.6534469172925,8.017724896232127e-09
dc_qL_gM_b1_r0.1_e5000.tif,2247586.439788149,3.392706220715054e-14
dc_qH_gH_b8_r0.1_e3000.tif,14869.942852157685,1.0537304005772939e-09
dc_qL_gH_b20_r0.1_e3000.tif,804.0919354886981,2.9539255796539464e-07
dc_qH_gL_b1_r1_e7000.tif,42794668.17991988,8.050433134195085e-16
dc_qH_gM_b20_r4_e10000.tif,338.7083171666216,1.9185902592137366e-06
dc_qL_gH_b8_r1_e5000.tif,1791.9604412343558,2.5366644457059505e-08
dc_qH_gH_b8_r4_e500.tif,794.4173116821689,1.070484197584296e-07
dc_qH_gL_b4_r4_e3000.tif,100877.80061540839,4.117686097913679e-11
dc_qH_gM_b20_r1_e10000.tif,750.272269708348,4.815423400804711e-07
dc_qH_gL_b1_r1_e3000.tif,43386306.6355224,7.905103443637638e-16
dc_qH_gL_b8_r1_e7000.tif,765357.5220239393,1.0042803309259372e-11
dc_qL_gM_b1_r4_e500.tif,66168.10941610271,4.6991358659331644e-12
dc_qL_gM_b4_r0.1_e5000.tif,48165.77298297904,6.447780018586153e-11
dc_qH_gH_b4_r1_e3000.tif,64301.50539085482,7.61137838003415e-11
dc_qH_gL_b4_r0.1_e5000.tif,5932991.7092264565,1.6306352719968866e-13
dc_qL_gL_b4_r1_e7000.tif,1992540.7357232673,6.834666526982123e-13
dc_qL_gM_b20_r1_e3000.tif,82.89274765647198,9.131723349676816e-06
dc_qL_gM_b1_r4_e10000.tif,61232.97494067484,5.224814446428242e-12
dc_qL_gH_b4_r1_e7000.tif,16626.168057296047,2.743297221198792e-10
