Settings,Mean-charge,Error
dc_qH_gM_b4_r0.1_e5000.tif,1450778.909471495,9.947067888831739e-13
dc_qH_gL_b20_r1_e10000.tif,6805.137535030504,2.0237762748615305e-08
dc_qH_gH_b20_r4_e5000.tif,114.54953163303375,8.60597624079197e-06
dc_qL_gL_b1_r0.1_e7000.tif,18121403.258248962,2.369192569169838e-15
dc_qL_gM_b4_r4_e10000.tif,8347.81705496449,1.1272212454968432e-09
dc_qH_gH_b1_r1_e500.tif,641414.2695044059,2.1878056886115008e-13
dc_qH_gL_b20_r0.1_e7000.tif,51320.37889485117,9.579524755444628e-10
dc_qL_gL_b1_r1_e10000.tif,7614599.850216076,3.934802070533261e-15
dc_qH_gH_b8_r1_e3000.tif,10186.0616693947,2.5627515454668043e-09
dc_qL_gH_b8_r4_e10000.tif,445.42781039076556,2.073747692359368e-07
dc_qH_gH_b4_r1_e7000.tif,49270.86215609302,9.899236628061052e-11
dc_qH_gH_b4_r4_e500.tif,2007.7052322981049,7.757965403454853e-09
dc_qH_gH_b4_r1_e10000.tif,52761.77215878334,9.649284394970691e-11
dc_qL_gL_b20_r1_e3000.tif,1767.2727974918453,2.0388245416397439e-07
dc_qH_gH_b20_r4_e3000.tif,118.41203248449389,7.0380342784530595e-06
dc_qL_gL_b4_r0.1_e3000.tif,883598.0473986353,1.13488562226406e-12
dc_qH_gL_b8_r0.1_e10000.tif,2097246.464779862,2.75444449012795e-12
dc_qH_gM_b8_r0.1_e500.tif,363492.8736077595,2.1853774760879128e-11
dc_qL_gH_b8_r1_e3000.tif,6390.310954082996,6.30288197158434e-09
dc_qL_gL_b8_r0.1_e5000.tif,42205.579715168155,2.866745101804977e-10
dc_qL_gH_b1_r0.1_e3000.tif,227974.1055389913,7.204651894123796e-13
dc_qL_gM_b4_r4_e5000.tif,10828.7864181131,8.189191250124693e-10
dc_qH_gL_b8_r0.1_e5000.tif,2576646.184715921,1.8883935629236803e-12
dc_qH_gH_b4_r4_e3000.tif,1974.7099989043688,7.958659662098567e-09
dc_qL_gL_b20_r4_e5000.tif,1927.02957698925,1.385312225813343e-07
dc_qL_gL_b20_r0.1_e7000.tif,484.37842673032543,1.0895312530370123e-06
dc_qL_gH_b1_r4_e500.tif,9710.118740029427,6.015048991218545e-11
dc_qL_gL_b8_r0.1_e7000.tif,99876.13266786472,1.4571245706683764e-10
dc_qH_gM_b20_r0.1_e3000.tif,11766.629347046659,1.1990588842207378e-08
dc_qH_gL_b20_r1_e5000.tif,16715.881453349884,9.305504254425915e-09
dc_qH_gM_b20_r0.1_e10000.tif,5547.246570194123,2.1889219843639825e-08
dc_qL_gH_b4_r1_e5000.tif,21329.733828931,2.517083564545296e-10
dc_qH_gH_b8_r1_e500.tif,21437.459898932542,1.3274452675469554e-09
dc_qH_gL_b20_r0.1_e10000.tif,19105.53264409337,5.800194609548117e-09
dc_qH_gL_b20_r0.1_e5000.tif,91628.3223973168,8.575793550869839e-10
dc_qL_gH_b8_r4_e7000.tif,464.38735608968966,2.138922692602748e-07
dc_qL_gM_b8_r1_e3000.tif,16614.312649321626,1.489563992092307e-09
dc_qH_gM_b8_r4_e3000.tif,2406.0703829511203,2.4167956363767624e-08
dc_qH_gH_b20_r1_e7000.tif,1185.69027127173,3.385024427358462e-07
dc_qL_gL_b20_r0.1_e500.tif,410.65471053925313,1.3141034859881657e-06
dc_qH_gL_b8_r0.1_e3000.tif,2073856.5676429318,2.4099347509297986e-12
dc_qL_gL_b8_r4_e5000.tif,6407.936069893474,5.988771027878176e-09
dc_qH_gH_b1_r0.1_e7000.tif,1815504.918208924,5.301180669109612e-14
dc_qL_gL_b4_r1_e10000.tif,1929363.4802570576,7.881215061794334e-13
dc_qL_gL_b1_r0.1_e500.tif,12513663.413763735,3.593180074507291e-15
dc_qL_gH_b1_r0.1_e7000.tif,178455.7300726654,1.0835963384548133e-12
dc_qL_gL_b8_r1_e5000.tif,193887.7743310914,5.2473050794758484e-11
dc_qH_gH_b20_r0.1_e7000.tif,426.893404040655,7.082152476994297e-07
dc_qH_gM_b8_r0.1_e7000.tif,47679.5782205678,2.646558533374431e-10
dc_qH_gL_b1_r4_e10000.tif,816649.5968987712,1.6295868879478658e-13
dc_qH_gL_b20_r0.1_e3000.tif,72376.77460619443,1.1534194431269132e-09
dc_qH_gM_b20_r4_e500.tif,461.80075744361466,1.3495195601834965e-06
dc_qH_gL_b20_r1_e3000.tif,17197.82432653072,9.349866186625755e-09
dc_qL_gL_b4_r4_e500.tif,37599.392001295026,1.5597434549220092e-10
dc_qL_gM_b8_r1_e500.tif,26960.526839595816,9.471731326878624e-10
dc_qH_gL_b1_r0.1_e7000.tif,56278503.498997934,5.578762553071774e-16
dc_qH_gM_b1_r0.1_e10000.tif,21003441.27140984,2.0802055177627218e-15
dc_qH_gL_b20_r4_e10000.tif,3185.217290241618,8.350754108820382e-08
dc_qH_gL_b20_r4_e500.tif,7575.683322635011,3.207204760881492e-08
dc_qH_gL_b4_r0.1_e10000.tif,8511020.684589775,1.1152528482080182e-13
dc_qL_gM_b20_r0.1_e500.tif,54.412197677008926,2.273410569563141e-05
dc_qH_gL_b8_r4_e10000.tif,36813.59264582767,6.272504443574082e-10
dc_qH_gL_b8_r0.1_e7000.tif,1260553.483238595,3.780863978517654e-12
dc_qH_gM_b1_r0.1_e5000.tif,18350512.428992786,2.4431565502960286e-15
dc_qL_gM_b4_r1_e5000.tif,212132.34761786964,1.3633970357024809e-11
dc_qH_gM_b1_r1_e10000.tif,7882356.7470995635,7.672330280046158e-15
dc_qH_gM_b8_r0.1_e10000.tif,105480.60905821613,8.041592873367629e-11
dc_qL_gM_b20_r1_e7000.tif,72.12975191562582,1.2185294523597777e-05
dc_qL_gH_b8_r1_e7000.tif,4742.461878379859,9.042379654872074e-09
dc_qL_gH_b8_r0.1_e3000.tif,3618.818495502839,1.4181915232798315e-09
dc_qL_gM_b4_r4_e500.tif,12228.07070181749,7.079795946233684e-10
dc_qH_gH_b4_r0.1_e3000.tif,123967.16070633632,2.809607403616821e-11
dc_qL_gL_b8_r1_e10000.tif,66437.20106617156,1.1349025389354269e-10
dc_qL_gH_b1_r1_e10000.tif,377697.46796249447,4.3911193326244944e-13
dc_qL_gL_b8_r4_e3000.tif,6829.765122929716,5.653649763252827e-09
dc_qH_gH_b20_r4_e10000.tif,97.69397077618504,1.0763197906889634e-05
dc_qL_gM_b1_r1_e5000.tif,2771263.6277498016,3.090214387970321e-14
dc_qH_gM_b1_r4_e5000.tif,194590.0273540964,1.0980046570520005e-12
dc_qH_gM_b4_r4_e7000.tif,8606.537927670794,1.1233030203551405e-09
dc_qH_gM_b1_r1_e3000.tif,8002819.352056583,7.519554922832364e-15
dc_qH_gH_b8_r0.1_e10000.tif,2346.7250416706333,8.688747979789743e-09
dc_qL_gM_b20_r4_e5000.tif,63.33741754755006,8.077866141435034e-06
dc_qH_gM_b4_r1_e3000.tif,584993.664931378,3.859089130672697e-12
dc_qH_gL_b4_r0.1_e7000.tif,5280560.126796184,1.7819392489540582e-13
dc_qL_gL_b8_r0.1_e500.tif,86859.1830292597,1.3359487116791495e-10
dc_qL_gM_b4_r0.1_e500.tif,347851.9152585526,7.560757807941384e-12
dc_qL_gM_b20_r4_e3000.tif,73.43918631517624,7.552942122898641e-06
dc_qL_gM_b8_r0.1_e5000.tif,9759.442860280931,3.0529346424436802e-09
dc_qL_gH_b20_r0.1_e5000.tif,152.72587483058246,1.1504666982572659e-06
dc_qL_gL_b20_r0.1_e3000.tif,448.8991500149293,1.1673407920349149e-06
dc_qL_gL_b4_r0.1_e7000.tif,1196686.6868095223,1.1269610451397554e-12
dc_qH_gM_b8_r4_e10000.tif,2361.8911457394333,2.461534495876427e-08
dc_qL_gH_b20_r1_e5000.tif,52.59489654998727,1.741429144754948e-05
dc_qH_gM_b1_r4_e500.tif,236259.89573739693,8.435471734459023e-13
dc_qL_gH_b4_r1_e3000.tif,23936.68774064044,2.3851334317299036e-10
dc_qL_gM_b8_r4_e3000.tif,2143.4243164233562,2.364576880815161e-08
dc_qL_gH_b1_r1_e500.tif,446549.75543452526,3.5609883590216085e-13
dc_qH_gM_b20_r4_e5000.tif,402.2253883414543,1.5647407151228617e-06
dc_qL_gH_b4_r0.1_e500.tif,43023.840300521384,5.863034263789519e-11
dc_qH_gL_b8_r4_e7000.tif,35763.899539747814,6.405571117709487e-10
dc_qH_gL_b1_r4_e500.tif,1035727.6103950844,1.1823917503280557e-13
dc_qH_gM_b4_r1_e5000.tif,592620.8889750686,3.858086219920519e-12
dc_qL_gM_b20_r4_e10000.tif,164.94629434809,4.167694461653814e-06
dc_qL_gM_b8_r1_e7000.tif,10199.71244058097,2.023803617302021e-09
dc_qH_gL_b4_r4_e10000.tif,97215.0785358672,4.3147327130319704e-11
dc_qH_gL_b4_r1_e3000.tif,3233679.6170736514,3.7787130387919134e-13
dc_qH_gL_b8_r1_e10000.tif,434638.56502688624,1.9251630245137542e-11
dc_qL_gL_b8_r4_e500.tif,7731.312419203167,4.347994768802169e-09
dc_qH_gH_b8_r4_e5000.tif,701.679343219196,1.2591028162972472e-07
dc_qL_gL_b4_r4_e5000.tif,30045.776426270328,2.10186169177477e-10
dc_qH_gL_b4_r0.1_e3000.tif,7800960.293509934,1.165359737043124e-13
dc_qH_gM_b1_r4_e10000.tif,193178.9526044437,1.1090494543804104e-12
dc_qH_gH_b8_r0.1_e5000.tif,8162.947173586211,2.4651343118543943e-09
dc_qH_gL_b4_r4_e500.tif,105105.99247642816,3.906695278244761e-11
dc_qH_gH_b8_r4_e7000.tif,669.3593440329969,1.3409272208471037e-07
dc_qH_gH_b4_r0.1_e5000.tif,84864.72966080975,4.1450220450179413e-11
dc_qH_gM_b4_r0.1_e3000.tif,1765370.9170212846,8.481671325231258e-13
dc_qH_gM_b8_r0.1_e3000.tif,226939.50167367954,3.747924986042706e-11
dc_qL_gH_b20_r4_e10000.tif,7.339388681737363,0.0001824302933405012
dc_qL_gH_b8_r4_e5000.tif,317.4054775022084,2.7416964656122816e-07
dc_qL_gH_b1_r0.1_e500.tif,255500.83209807624,6.435458458760563e-13
dc_qH_gL_b8_r1_e3000.tif,773324.5446938875,9.801133805840326e-12
dc_qH_gM_b4_r4_e5000.tif,8640.678994374208,1.119450053531772e-09
dc_qH_gH_b1_r4_e5000.tif,9675.669278554971,6.007966962782045e-11
dc_qL_gH_b8_r0.1_e5000.tif,5193.904873882236,2.244964598864675e-09
dc_qL_gL_b4_r1_e500.tif,2375592.501045477,5.789384118529432e-13
dc_qL_gL_b1_r0.1_e10000.tif,16025794.369775133,2.6983612016094385e-15
dc_qH_gL_b1_r1_e5000.tif,42584358.04870735,8.097702856364696e-16
dc_qH_gH_b20_r0.1_e3000.tif,668.8191335744873,5.42030323655272e-07
dc_qL_gH_b1_r0.1_e10000.tif,416274.2952369723,3.5836071323992993e-13
dc_qL_gM_b20_r0.1_e5000.tif,68.36260371611048,1.6672332668624485e-05
dc_qH_gM_b20_r0.1_e7000.tif,13034.152786255037,1.0113829755207568e-08
dc_qL_gL_b20_r0.1_e10000.tif,238.0352348498587,1.8861980144632015e-06
dc_qH_gH_b20_r1_e10000.tif,597.3012408627396,6.964227830196055e-07
dc_qH_gM_b8_r1_e500.tif,154033.22457957626,9.375991231510384e-11
dc_qH_gL_b8_r0.1_e500.tif,3263195.139882843,1.6404949226481715e-12
dc_qL_gM_b8_r0.1_e7000.tif,6023.148184004908,4.016154940308175e-09
dc_qL_gM_b1_r1_e10000.tif,2346467.096440192,3.7285090146323536e-14
dc_qL_gH_b8_r1_e500.tif,6942.179465534918,5.919901435154099e-09
dc_qH_gM_b20_r0.1_e5000.tif,3014.119773872565,2.8600230077176396e-08
dc_qH_gM_b1_r1_e5000.tif,7912000.656799969,7.633573890877016e-15
dc_qH_gM_b1_r4_e3000.tif,201304.71803062726,1.049461692001707e-12
dc_qL_gM_b8_r1_e5000.tif,19680.456420348444,1.2943418740726028e-09
dc_qH_gM_b4_r1_e500.tif,682816.2426493334,3.228628325991118e-12
dc_qL_gL_b8_r0.1_e3000.tif,90238.45201744205,1.2279194519067335e-10
dc_qH_gM_b8_r4_e7000.tif,2642.8762663388106,2.143646643086684e-08
dc_qL_gM_b1_r4_e5000.tif,65894.20559392795,4.740343632074404e-12
dc_qL_gH_b20_r1_e3000.tif,57.21273864828579,1.3598290925520083e-05
dc_qL_gH_b20_r0.1_e10000.tif,43.59224383788707,7.931656360558795e-06
dc_qH_gH_b20_r0.1_e10000.tif,119.76838446972013,1.7906026899733677e-06
dc_qL_gM_b1_r0.1_e7000.tif,1802712.5887910926,4.625105449215236e-14
dc_qL_gL_b1_r4_e3000.tif,786518.5675714307,1.7122922938302983e-13
dc_qL_gH_b4_r0.1_e10000.tif,17055.585817253555,2.0050125826534987e-10
dc_qH_gH_b1_r0.1_e3000.tif,1717237.123483489,5.727224024908473e-14
dc_qH_gM_b20_r1_e500.tif,2076.915675742435,1.752014534688393e-07
dc_qH_gL_b1_r1_e500.tif,43402492.817421935,7.899952494219213e-16
dc_qL_gH_b1_r4_e5000.tif,9283.026590070232,6.407424200746517e-11
dc_qH_gM_b4_r1_e10000.tif,636926.06801518,3.5303088693965185e-12
dc_qH_gM_b1_r1_e7000.tif,7907179.374173241,7.640535714667145e-15
dc_qL_gH_b8_r4_e3000.tif,521.7214033942864,1.9141762605508382e-07
dc_qH_gH_b1_r1_e10000.tif,611058.673987429,2.3327009926646466e-13
dc_qH_gH_b1_r0.1_e10000.tif,1922613.4202461112,4.880438388851444e-14
dc_qL_gH_b8_r0.1_e7000.tif,3031.2986612047052,5.1796660986358015e-09
dc_qL_gH_b1_r4_e7000.tif,9225.17134208047,6.461016264430443e-11
dc_qL_gL_b4_r0.1_e10000.tif,496243.4402183526,2.7681642515389067e-12
dc_qH_gM_b4_r0.1_e10000.tif,1084201.0486776186,1.021207964560305e-12
dc_qL_gH_b4_r0.1_e5000.tif,6697.341295793186,5.603509117355412e-10
dc_qL_gM_b8_r0.1_e10000.tif,2923.4719983371497,1.0263773658655878e-08
dc_qL_gM_b20_r1_e5000.tif,139.17595805041069,6.526309351544872e-06
dc_qH_gM_b4_r1_e7000.tif,398257.36869476107,5.780910692384898e-12
dc_qH_gH_b4_r0.1_e7000.tif,85932.03215322936,4.317169484835787e-11
dc_qH_gM_b20_r4_e3000.tif,346.74023131088694,1.6323972306677575e-06
dc_qH_gH_b8_r0.1_e500.tif,29366.79891978638,7.965033078211123e-10
dc_qL_gH_b1_r4_e10000.tif,9140.740408105788,6.538222195342309e-11
dc_qH_gL_b8_r1_e5000.tif,534775.3651717495,1.4865925025201226e-11
dc_qL_gM_b4_r1_e10000.tif,149548.0730713369,2.0644817950491727e-11
dc_qL_gL_b4_r1_e5000.tif,1214758.0455276575,1.0815373679032556e-12
dc_qL_gH_b4_r4_e7000.tif,1578.3427119599892,1.1035910729510027e-08
dc_qH_gH_b1_r0.1_e500.tif,1832956.3379258094,5.269524955920205e-14
dc_qH_gM_b20_r0.1_e500.tif,18376.877202000203,7.125605551285027e-09
dc_qH_gM_b4_r4_e3000.tif,8529.277726146622,1.1394523778251448e-09
dc_qH_gL_b8_r4_e5000.tif,39734.51939207175,5.68668083305745e-10
dc_qH_gL_b1_r4_e3000.tif,839853.7642408495,1.5699253328044203e-13
dc_qH_gM_b8_r1_e3000.tif,92249.33341791501,1.2508509188295329e-10
dc_qL_gL_b1_r0.1_e5000.tif,15961161.113162896,2.853225110186035e-15
dc_qL_gL_b20_r4_e7000.tif,1907.5027402827652,1.877001142601978e-07
dc_qH_gM_b1_r0.1_e7000.tif,17535667.731999546,2.6060426050605557e-15
dc_qL_gH_b20_r4_e5000.tif,31.875146957849832,4.242218159909776e-05
dc_qL_gL_b20_r1_e10000.tif,973.4194692527849,3.671477977069484e-07
dc_qL_gH_b4_r4_e500.tif,1739.889259378474,9.70750433211645e-09
dc_qH_gH_b4_r1_e5000.tif,48821.545452326274,1.0471838430361043e-10
dc_qL_gL_b8_r4_e7000.tif,6090.3650513682605,6.81967309083354e-09
dc_qL_gL_b8_r0.1_e10000.tif,18511.42405809176,9.030553893691874e-10
dc_qL_gM_b20_r4_e7000.tif,147.1847222206606,5.523987191117131e-06
dc_qH_gH_b1_r1_e5000.tif,640568.2252066401,2.1921256899023856e-13
dc_qH_gM_b1_r0.1_e3000.tif,14883435.897381391,3.211275209155516e-15
dc_qH_gL_b8_r4_e3000.tif,30328.049500796307,6.71241198360396e-10
dc_qL_gM_b4_r4_e3000.tif,11182.422513375634,7.890706637824744e-10
dc_qL_gM_b20_r0.1_e7000.tif,55.78130731820363,2.1835894775740202e-05
dc_qH_gH_b20_r1_e3000.tif,930.937190123195,3.6304543985696323e-07
dc_qH_gM_b4_r4_e10000.tif,8675.79879532833,1.1129206587308427e-09
dc_qH_gH_b20_r4_e7000.tif,67.93544228247274,1.4252766926976185e-05
dc_qH_gM_b8_r4_e500.tif,2473.020961148234,2.3154165935766153e-08
dc_qH_gH_b1_r4_e3000.tif,9512.04258167124,6.14285702373041e-11
dc_qL_gH_b4_r1_e10000.tif,20182.730168901293,3.089642542286382e-10
dc_qH_gL_b20_r4_e3000.tif,8252.117300910177,2.8777246321027346e-08
dc_qL_gM_b4_r1_e7000.tif,198920.2771192967,1.4761652374321522e-11
dc_qL_gM_b4_r1_e500.tif,292151.82721697574,1.000964407011571e-11
dc_qL_gM_b1_r0.1_e500.tif,3161765.857979262,2.3604848429459657e-14
dc_qL_gL_b4_r0.1_e5000.tif,369001.28930330346,3.566411361251435e-12
dc_qL_gH_b8_r0.1_e10000.tif,2502.8085941921154,3.729025726505879e-09
dc_qH_gL_b4_r1_e10000.tif,2125364.2975783274,6.340755878535379e-13
dc_qL_gL_b20_r1_e5000.tif,1525.590421903849,2.478666705872141e-07
dc_qL_gL_b8_r1_e7000.tif,126449.29516157915,7.96582075465527e-11
dc_qH_gL_b4_r1_e7000.tif,3604865.4570060126,3.4465322899870876e-13
