Tid	Kanal &A
(s)	(V)

-5.03000402	4.35223900
-5.02667069	4.30548700
-5.02333735	4.35223900
-5.02000402	4.30548700
-5.01667068	4.35223900
-5.01333734	4.35223900
-5.01000401	4.35223900
-5.00667067	4.30548700
-5.00333734	4.30548700
-5.00000400	4.35223900
-4.99667066	4.35223900
-4.99333733	4.39899100
-4.99000399	4.35223900
-4.98667066	4.30548700
-4.98333732	4.30548700
-4.98000398	4.35223900
-4.97667065	4.35223900
-4.97333731	4.35223900
-4.97000398	4.35223900
-4.96667064	4.30548700
-4.96333731	4.35223900
-4.96000397	4.30548700
-4.95667063	4.35223900
-4.95333730	4.35223900
-4.95000396	4.30548700
-4.94667063	4.35223900
-4.94333729	4.30548700
-4.94000395	4.30548700
-4.93667062	4.35223900
-4.93333728	4.30548700
-4.93000395	4.35223900
-4.92667061	4.35223900
-4.92333727	4.35223900
-4.92000394	4.30548700
-4.91667060	4.35223900
-4.91333727	4.30548700
-4.91000393	4.35223900
-4.90667059	4.35223900
-4.90333726	4.30548700
-4.90000392	4.35223900
-4.89667059	4.35223900
-4.89333725	4.35223900
-4.89000391	4.30548700
-4.88667058	4.35223900
-4.88333724	4.35223900
-4.88000391	4.35223900
-4.87667057	4.30548700
-4.87333723	4.30548700
-4.87000390	4.30548700
-4.86667056	4.35223900
-4.86333723	4.35223900
-4.86000389	4.30548700
-4.85667055	4.30548700
-4.85333722	4.30548700
-4.85000388	4.35223900
-4.84667055	4.35223900
-4.84333721	4.35223900
-4.84000387	4.35223900
-4.83667054	4.35223900
-4.83333720	4.30548700
-4.83000387	4.35223900
-4.82667053	4.35223900
-4.82333719	4.35223900
-4.82000386	4.30548700
-4.81667052	4.30548700
-4.81333719	4.35223900
-4.81000385	4.35223900
-4.80667051	4.30548700
-4.80333718	4.35223900
-4.80000384	4.35223900
-4.79667051	4.35223900
-4.79333717	4.30548700
-4.79000383	4.30548700
-4.78667050	4.35223900
-4.78333716	4.30548700
-4.78000383	4.30548700
-4.77667049	4.35223900
-4.77333715	4.35223900
-4.77000382	4.35223900
-4.76667048	4.35223900
-4.76333715	4.35223900
-4.76000381	4.35223900
-4.75667047	4.30548700
-4.75333714	4.30548700
-4.75000380	4.35223900
-4.74667047	4.30548700
-4.74333713	4.35223900
-4.74000379	4.30548700
-4.73667046	4.30548700
-4.73333712	4.35223900
-4.73000379	4.35223900
-4.72667045	4.35223900
-4.72333711	4.25858200
-4.72000378	4.30548700
-4.71667044	4.25858200
-4.71333711	4.30548700
-4.71000377	4.30548700
-4.70667043	4.30548700
-4.70333710	4.35223900
-4.70000376	4.30548700
-4.69667043	4.35223900
-4.69333709	4.30548700
-4.69000376	4.25858200
-4.68667042	4.30548700
-4.68333708	4.30548700
-4.68000375	4.30548700
-4.67667041	4.30548700
-4.67333708	4.30548700
-4.67000374	4.25858200
-4.66667040	4.30548700
-4.66333707	4.25858200
-4.66000373	4.25858200
-4.65667040	4.30548700
-4.65333706	4.35223900
-4.65000372	4.25858200
-4.64667039	4.30548700
-4.64333705	4.30548700
-4.64000372	4.25858200
-4.63667038	4.30548700
-4.63333704	4.30548700
-4.63000371	4.25858200
-4.62667037	4.30548700
-4.62333704	4.25858200
-4.62000370	4.25858200
-4.61667036	4.30548700
-4.61333703	4.25858200
-4.61000369	4.30548700
-4.60667036	4.30548700
-4.60333702	4.30548700
-4.60000368	4.25858200
-4.59667035	4.30548700
-4.59333701	4.30548700
-4.59000368	4.25858200
-4.58667034	4.30548700
-4.58333700	4.25858200
-4.58000367	4.25858200
-4.57667033	4.30548700
-4.57333700	4.30548700
-4.57000366	4.30548700
-4.56667032	4.30548700
-4.56333699	4.30548700
-4.56000365	4.25858200
-4.55667032	4.30548700
-4.55333698	4.30548700
-4.55000364	4.25858200
-4.54667031	4.30548700
-4.54333697	4.35223900
-4.54000364	4.30548700
-4.53667030	4.25858200
-4.53333696	4.25858200
-4.53000363	4.30548700
-4.52667029	4.25858200
-4.52333696	4.25858200
-4.52000362	4.35223900
-4.51667028	4.30548700
-4.51333695	4.30548700
-4.51000361	4.30548700
-4.50667028	4.25858200
-4.50333694	4.30548700
-4.50000360	4.30548700
-4.49667027	4.35223900
-4.49333693	4.30548700
-4.49000360	4.30548700
