Tid	Kanal &A
(ms)	(V)

0.00000000	-4.28211100
0.05000000	-4.28211100
0.10000000	-4.28211100
0.15000000	-4.23597400
0.19999999	-4.28211100
0.24999999	-4.28211100
0.29999999	-4.23597400
0.34999999	-4.28211100
0.39999999	-4.28211100
0.44999999	-4.32809400
0.49999999	-4.28211100
0.54999999	-4.28211100
0.59999998	-4.28211100
0.64999998	-4.28211100
0.69999998	-4.28211100
0.74999998	-4.28211100
0.79999998	-4.23597400
0.84999998	-4.23597400
0.89999998	-4.28211100
0.94999998	-4.28211100
0.99999997	-4.32809400
1.04999997	-4.23597400
1.09999997	-4.23597400
1.14999997	-4.28211100
1.19999997	-4.28211100
1.24999997	-4.28211100
1.29999997	-4.28211100
1.34999997	-4.28211100
1.39999996	-4.28211100
1.44999996	-4.23597400
1.49999996	-4.28211100
1.54999996	-4.23597400
1.59999996	-4.28211100
1.64999996	-4.28211100
1.69999996	-4.28211100
1.74999996	-4.23597400
1.79999995	-4.23597400
1.84999995	-4.28211100
1.89999995	-4.23597400
1.94999995	-4.28211100
1.99999995	-4.28211100
2.04999995	-4.28211100
2.09999995	-4.23597400
2.14999995	-4.23597400
2.19999994	-4.28211100
2.24999994	-4.28211100
2.29999994	-4.28211100
2.34999994	-4.28211100
2.39999994	-4.28211100
2.44999994	-4.23597400
2.49999994	-4.23597400
2.54999994	-4.23597400
2.59999993	-4.28211100
2.64999993	-4.28211100
2.69999993	-4.28211100
2.74999993	-4.23597400
2.79999993	-4.23597400
2.84999993	-4.28211100
2.89999993	-4.28211100
2.94999993	-4.28211100
2.99999992	-4.28211100
3.04999992	-4.28211100
3.09999992	-4.32809400
3.14999992	-4.28211100
3.19999992	-4.28211100
3.24999992	-4.28211100
3.29999992	-4.28211100
3.34999992	-4.28211100
3.39999991	-4.28211100
3.44999991	-4.28211100
3.49999991	-4.28211100
3.54999991	-4.28211100
3.59999991	-4.28211100
3.64999991	-4.28211100
3.69999991	-4.23597400
3.74999991	-4.28211100
3.79999990	-4.32809400
3.84999990	-4.32809400
3.89999990	-4.28211100
3.94999990	-4.28211100
3.99999990	-4.23597400
4.04999990	-4.28211100
4.09999990	-4.23597400
4.14999990	-4.28211100
4.19999989	-4.28211100
4.24999989	-4.28211100
4.29999989	-4.28211100
4.34999989	-4.28211100
4.39999989	-4.23597400
4.44999989	-4.23597400
4.49999989	-4.28211100
4.54999989	-4.23597400
4.59999988	-4.23597400
4.64999988	-4.23597400
4.69999988	-4.23597400
4.74999988	-4.28211100
4.79999988	-4.23597400
4.84999988	-4.32809400
4.89999988	-4.23597400
4.94999987	-4.23597400
4.99999987	-4.23597400
5.04999987	-4.28211100
5.09999987	-4.28211100
5.14999987	-4.32809400
5.19999987	-4.28211100
5.24999987	-4.32809400
5.29999987	-4.28211100
5.34999986	-4.28211100
5.39999986	-4.28211100
5.44999986	-4.23597400
5.49999986	-4.28211100
5.54999986	-4.32809400
5.59999986	-4.23597400
5.64999986	-4.23597400
5.69999986	-4.23597400
5.74999985	-4.28211100
5.79999985	-4.32809400
5.84999985	-4.28211100
