Tid	Kanal &A
(ms)	(V)

0.00000000	-3.08486100
0.05000000	-3.08486100
0.10000000	-3.08486100
0.15000000	-3.08486100
0.19999999	-3.08486100
0.24999999	-3.08486100
0.29999999	-3.08486100
0.34999999	-3.03887800
0.39999999	-3.03887800
0.44999999	-3.13099800
0.49999999	-3.13099800
0.54999999	-3.08486100
0.59999998	-3.08486100
0.64999998	-3.08486100
0.69999998	-3.13099800
0.74999998	-3.08486100
0.79999998	-3.08486100
0.84999998	-3.13099800
0.89999998	-3.08486100
0.94999998	-3.08486100
0.99999997	-3.08486100
1.04999997	-3.08486100
1.09999997	-3.03887800
1.14999997	-3.13099800
1.19999997	-3.13099800
1.24999997	-3.08486100
1.29999997	-3.03887800
1.34999997	-3.08486100
1.39999996	-3.13099800
1.44999996	-3.08486100
1.49999996	-3.08486100
1.54999996	-3.08486100
1.59999996	-3.08486100
1.64999996	-3.13099800
1.69999996	-3.08486100
1.74999996	-3.03887800
1.79999995	-3.08486100
1.84999995	-3.08486100
1.89999995	-3.13099800
1.94999995	-3.08486100
1.99999995	-3.08486100
2.04999995	-3.08486100
2.09999995	-3.08486100
2.14999995	-3.08486100
2.19999994	-3.13099800
2.24999994	-3.08486100
2.29999994	-3.08486100
2.34999994	-3.08486100
2.39999994	-3.08486100
2.44999994	-3.03887800
2.49999994	-3.08486100
2.54999994	-3.08486100
2.59999993	-3.08486100
2.64999993	-3.08486100
2.69999993	-3.08486100
2.74999993	-3.08486100
2.79999993	-3.08486100
2.84999993	-3.08486100
2.89999993	-3.08486100
2.94999993	-3.08486100
2.99999992	-3.03887800
3.04999992	-3.08486100
3.09999992	-3.08486100
3.14999992	-3.03887800
3.19999992	-3.08486100
3.24999992	-3.03887800
3.29999992	-3.08486100
3.34999992	-3.08486100
3.39999991	-3.03887800
3.44999991	-3.03887800
3.49999991	-3.13099800
3.54999991	-3.13099800
3.59999991	-3.08486100
3.64999991	-3.08486100
3.69999991	-3.08486100
3.74999991	-3.08486100
3.79999990	-3.08486100
3.84999990	-3.08486100
3.89999990	-3.13099800
3.94999990	-3.08486100
3.99999990	-3.08486100
4.04999990	-3.08486100
4.09999990	-3.08486100
4.14999990	-3.03887800
4.19999989	-3.08486100
4.24999989	-3.08486100
4.29999989	-3.08486100
4.34999989	-3.08486100
4.39999989	-3.08486100
4.44999989	-3.13099800
4.49999989	-3.08486100
4.54999989	-3.13099800
4.59999988	-3.08486100
4.64999988	-3.08486100
4.69999988	-3.03887800
4.74999988	-3.08486100
4.79999988	-3.08486100
4.84999988	-3.08486100
4.89999988	-3.08486100
4.94999987	-3.08486100
4.99999987	-3.08486100
5.04999987	-3.08486100
5.09999987	-3.03887800
5.14999987	-3.08486100
5.19999987	-3.08486100
5.24999987	-3.08486100
5.29999987	-3.13099800
5.34999986	-3.13099800
5.39999986	-3.08486100
5.44999986	-3.08486100
5.49999986	-3.08486100
5.54999986	-3.08486100
5.59999986	-3.08486100
5.64999986	-3.08486100
5.69999986	-3.03887800
5.74999985	-3.13099800
5.79999985	-3.08486100
5.84999985	-3.13099800
