Tid	Kanal &A
(ms)	(V)

0.00000000	-1.02946600
0.19999999	-1.07637200
0.39999999	-1.02946600
0.59999998	-1.07637200
0.79999998	-1.02946600
0.99999997	-1.02946600
1.19999997	-1.07637200
1.39999996	-1.02946600
1.59999996	-1.02946600
1.79999995	-1.02946600
1.99999995	-1.07637200
2.19999994	-1.07637200
2.39999994	-1.02946600
2.59999993	-1.02946600
2.79999993	-1.07637200
2.99999992	-1.02946600
3.19999992	-1.02946600
3.39999991	-0.98271410
3.59999991	-1.02946600
3.79999990	-1.02946600
3.99999990	-1.02946600
4.19999989	-1.02946600
4.39999989	-1.07637200
4.59999988	-1.07637200
4.79999988	-1.02946600
4.99999987	-1.02946600
5.19999987	-1.02946600
5.39999986	-1.02946600
5.59999986	-1.07637200
5.79999985	-1.02946600
5.99999985	-1.02946600
6.19999984	-1.07637200
6.39999984	-1.02946600
6.59999983	-1.02946600
6.79999983	-1.02946600
6.99999982	-1.07637200
7.19999982	-1.07637200
7.39999981	-1.02946600
7.59999981	-1.07637200
7.79999980	-1.07637200
7.99999980	-1.02946600
8.19999979	-0.98271410
8.39999979	-1.02946600
8.59999978	-1.02946600
8.79999978	-1.07637200
8.99999977	-1.02946600
9.19999977	-1.02946600
9.39999976	-1.02946600
9.59999976	-1.02946600
9.79999975	-1.02946600
9.99999975	-1.02946600
10.19999974	-1.02946600
10.39999974	-1.02946600
10.59999973	-1.02946600
10.79999973	-1.07637200
10.99999972	-1.02946600
11.19999972	-1.02946600
11.39999971	-1.07637200
11.59999971	-1.07637200
11.79999970	-1.02946600
11.99999970	-1.07637200
12.19999969	-1.07637200
12.39999969	-1.02946600
12.59999968	-1.02946600
12.79999968	-1.02946600
12.99999967	-1.02946600
13.19999967	-1.02946600
13.39999966	-1.02946600
13.59999966	-1.07637200
13.79999965	-1.02946600
13.99999965	-1.07637200
14.19999964	-1.02946600
14.39999964	-1.02946600
14.59999963	-1.02946600
14.79999963	-1.02946600
14.99999962	-1.02946600
15.19999962	-1.07637200
15.39999961	-1.02946600
15.59999961	-1.02946600
15.79999960	-1.07637200
15.99999960	-1.07637200
16.19999959	-1.02946600
16.39999959	-1.02946600
16.59999958	-1.02946600
16.79999958	-1.07637200
16.99999957	-1.07637200
17.19999957	-1.07637200
17.39999956	-1.07637200
17.59999956	-1.02946600
17.79999955	-1.02946600
17.99999955	-1.02946600
18.19999954	-1.02946600
18.39999954	-1.02946600
18.59999953	-1.02946600
18.79999953	-0.98271410
18.99999952	-1.07637200
19.19999951	-1.02946600
19.39999951	-1.02946600
19.59999950	-1.07637200
19.79999950	-1.07637200
19.99999949	-1.02946600
20.19999949	-1.07637200
20.39999948	-0.98271410
20.59999948	-1.02946600
20.79999947	-1.02946600
20.99999947	-1.02946600
21.19999946	-0.98271410
21.39999946	-1.02946600
21.59999945	-1.02946600
21.79999945	-1.02946600
21.99999944	-1.02946600
22.19999944	-1.02946600
22.39999943	-1.02946600
22.59999943	-1.02946600
22.79999942	-1.02946600
22.99999942	-1.02946600
23.19999941	-1.07637200
23.39999941	-1.07637200
