Tid	Kanal &A
(s)	(mV)

-0.99934125	-429.04160000
-0.99867458	-424.42790000
-0.99800791	-438.26890000
-0.99734123	-429.04160000
-0.99667456	-433.65520000
-0.99600789	-433.65520000
-0.99534122	-429.04160000
-0.99467455	-424.42790000
-0.99400787	-429.04160000
-0.99334120	-424.42790000
-0.99267453	-429.04160000
-0.99200786	-429.04160000
-0.99134119	-433.65520000
-0.99067451	-424.42790000
-0.99000784	-424.42790000
-0.98934117	-429.04160000
-0.98867450	-433.65520000
-0.98800783	-429.04160000
-0.98734115	-433.65520000
-0.98667448	-424.42790000
-0.98600781	-429.04160000
-0.98534114	-429.04160000
-0.98467447	-429.04160000
-0.98400779	-429.04160000
-0.98334112	-424.42790000
-0.98267445	-429.04160000
-0.98200778	-433.65520000
-0.98134111	-429.04160000
-0.98067443	-429.04160000
-0.98000776	-433.65520000
-0.97934109	-433.65520000
-0.97867442	-433.65520000
-0.97800775	-433.65520000
-0.97734107	-429.04160000
-0.97667440	-429.04160000
-0.97600773	-429.04160000
-0.97534106	-433.65520000
-0.97467439	-433.65520000
-0.97400772	-433.65520000
-0.97334104	-429.04160000
-0.97267437	-429.04160000
-0.97200770	-433.65520000
-0.97134103	-438.26890000
-0.97067436	-438.26890000
-0.97000768	-438.26890000
-0.96934101	-429.04160000
-0.96867434	-433.65520000
-0.96800767	-433.65520000
-0.96734100	-429.04160000
-0.96667432	-429.04160000
-0.96600765	-429.04160000
-0.96534098	-433.65520000
-0.96467431	-429.04160000
-0.96400764	-429.04160000
-0.96334096	-433.65520000
-0.96267429	-429.04160000
-0.96200762	-433.65520000
-0.96134095	-429.04160000
-0.96067428	-433.65520000
-0.96000760	-429.04160000
-0.95934093	-429.04160000
-0.95867426	-433.65520000
-0.95800759	-438.26890000
-0.95734092	-433.65520000
-0.95667424	-433.65520000
-0.95600757	-433.65520000
-0.95534090	-438.26890000
-0.95467423	-433.65520000
-0.95400756	-438.26890000
-0.95334088	-433.65520000
-0.95267421	-429.04160000
-0.95200754	-433.65520000
-0.95134087	-429.04160000
-0.95067420	-433.65520000
-0.95000752	-433.65520000
-0.94934085	-429.04160000
-0.94867418	-438.26890000
-0.94800751	-433.65520000
-0.94734084	-438.26890000
-0.94667416	-433.65520000
-0.94600749	-433.65520000
-0.94534082	-438.26890000
-0.94467415	-438.26890000
-0.94400748	-433.65520000
-0.94334081	-438.26890000
-0.94267413	-433.65520000
-0.94200746	-433.65520000
-0.94134079	-433.65520000
-0.94067412	-438.26890000
-0.94000745	-438.26890000
-0.93934077	-438.26890000
-0.93867410	-438.26890000
-0.93800743	-433.65520000
-0.93734076	-433.65520000
-0.93667409	-438.26890000
-0.93600741	-438.26890000
-0.93534074	-442.88260000
-0.93467407	-433.65520000
-0.93400740	-442.88260000
-0.93334073	-438.26890000
-0.93267405	-438.26890000
-0.93200738	-438.26890000
-0.93134071	-438.26890000
-0.93067404	-438.26890000
-0.93000737	-442.88260000
-0.92934069	-438.26890000
-0.92867402	-442.88260000
-0.92800735	-438.26890000
-0.92734068	-442.88260000
-0.92667401	-433.65520000
-0.92600733	-442.88260000
-0.92534066	-433.65520000
-0.92467399	-442.88260000
-0.92400732	-438.26890000
-0.92334065	-442.88260000
-0.92267397	-438.26890000
-0.92200730	-442.88260000
-0.92134063	-438.26890000
-0.92067396	-442.88260000
-0.92000729	-442.88260000
-0.91934061	-442.88260000
-0.91867394	-438.26890000
-0.91800727	-442.88260000
-0.91734060	-438.26890000
-0.91667393	-442.88260000
-0.91600725	-442.88260000
-0.91534058	-442.88260000
-0.91467391	-438.26890000
-0.91400724	-442.88260000
-0.91334057	-438.26890000
-0.91267390	-433.65520000
-0.91200722	-433.65520000
-0.91134055	-442.88260000
-0.91067388	-442.88260000
-0.91000721	-447.49630000
-0.90934054	-442.88260000
-0.90867386	-442.88260000
-0.90800719	-438.26890000
-0.90734052	-442.88260000
-0.90667385	-442.88260000
-0.90600718	-442.88260000
-0.90534050	-442.88260000
-0.90467383	-442.88260000
-0.90400716	-442.88260000
-0.90334049	-447.49630000
-0.90267382	-442.88260000
-0.90200714	-447.49630000
-0.90134047	-438.26890000
-0.90067380	-447.49630000
