Tid	Kanal &A
(s)	(V)

-0.99934125	0.63674950
-0.99867458	0.64597680
-0.99800791	0.63674950
-0.99734123	0.63674950
-0.99667456	0.63674950
-0.99600789	0.64597680
-0.99534122	0.63674950
-0.99467455	0.63674950
-0.99400787	0.63674950
-0.99334120	0.63674950
-0.99267453	0.63674950
-0.99200786	0.64597680
-0.99134119	0.63674950
-0.99067451	0.64597680
-0.99000784	0.63674950
-0.98934117	0.63674950
-0.98867450	0.63674950
-0.98800783	0.64597680
-0.98734115	0.63674950
-0.98667448	0.63674950
-0.98600781	0.63674950
-0.98534114	0.64597680
-0.98467447	0.63674950
-0.98400779	0.63674950
-0.98334112	0.63674950
-0.98267445	0.64597680
-0.98200778	0.64597680
-0.98134111	0.64597680
-0.98067443	0.63674950
-0.98000776	0.64597680
-0.97934109	0.63674950
-0.97867442	0.63674950
-0.97800775	0.63674950
-0.97734107	0.63674950
-0.97667440	0.63674950
-0.97600773	0.63674950
-0.97534106	0.63674950
-0.97467439	0.63674950
-0.97400772	0.63674950
-0.97334104	0.63674950
-0.97267437	0.63674950
-0.97200770	0.63674950
-0.97134103	0.63674950
-0.97067436	0.63674950
-0.97000768	0.63674950
-0.96934101	0.64597680
-0.96867434	0.63674950
-0.96800767	0.63674950
-0.96734100	0.63674950
-0.96667432	0.63674950
-0.96600765	0.63674950
-0.96534098	0.64597680
-0.96467431	0.64597680
-0.96400764	0.63674950
-0.96334096	0.63674950
-0.96267429	0.63674950
-0.96200762	0.63674950
-0.96134095	0.63674950
-0.96067428	0.63674950
-0.96000760	0.63674950
-0.95934093	0.63674950
-0.95867426	0.63674950
-0.95800759	0.63674950
-0.95734092	0.63674950
-0.95667424	0.63674950
-0.95600757	0.63674950
-0.95534090	0.63674950
-0.95467423	0.63674950
-0.95400756	0.63674950
-0.95334088	0.63674950
-0.95267421	0.63674950
-0.95200754	0.63674950
-0.95134087	0.64597680
-0.95067420	0.64597680
-0.95000752	0.63674950
-0.94934085	0.63674950
-0.94867418	0.63674950
-0.94800751	0.63674950
-0.94734084	0.63674950
-0.94667416	0.63674950
-0.94600749	0.63674950
-0.94534082	0.63674950
-0.94467415	0.63674950
-0.94400748	0.63674950
-0.94334081	0.63674950
-0.94267413	0.63674950
-0.94200746	0.63674950
-0.94134079	0.64597680
-0.94067412	0.63674950
-0.94000745	0.64597680
-0.93934077	0.63674950
-0.93867410	0.64597680
-0.93800743	0.63674950
-0.93734076	0.63674950
-0.93667409	0.63674950
-0.93600741	0.63674950
-0.93534074	0.63674950
-0.93467407	0.64597680
-0.93400740	0.63674950
-0.93334073	0.63674950
-0.93267405	0.63674950
-0.93200738	0.63674950
-0.93134071	0.63674950
-0.93067404	0.63674950
-0.93000737	0.63674950
-0.92934069	0.63674950
-0.92867402	0.64597680
-0.92800735	0.64597680
-0.92734068	0.63674950
-0.92667401	0.64597680
-0.92600733	0.63674950
-0.92534066	0.63674950
-0.92467399	0.63674950
-0.92400732	0.63674950
-0.92334065	0.63674950
-0.92267397	0.64597680
-0.92200730	0.63674950
-0.92134063	0.63674950
-0.92067396	0.63674950
-0.92000729	0.64597680
-0.91934061	0.63674950
-0.91867394	0.63674950
-0.91800727	0.63674950
-0.91734060	0.63674950
-0.91667393	0.63674950
-0.91600725	0.63674950
-0.91534058	0.63674950
-0.91467391	0.63674950
-0.91400724	0.63674950
-0.91334057	0.63674950
-0.91267390	0.63674950
-0.91200722	0.64597680
-0.91134055	0.63674950
-0.91067388	0.63674950
-0.91000721	0.63674950
-0.90934054	0.63674950
-0.90867386	0.63674950
-0.90800719	0.62752220
-0.90734052	0.62752220
-0.90667385	0.63674950
-0.90600718	0.63674950
-0.90534050	0.63674950
-0.90467383	0.63674950
-0.90400716	0.63674950
-0.90334049	0.63674950
-0.90267382	0.63674950
-0.90200714	0.62752220
-0.90134047	0.63674950
-0.90067380	0.63674950
-0.90000713	0.63674950
-0.89934046	0.63674950
-0.89867378	0.63674950
-0.89800711	0.63674950
-0.89734044	0.63674950
-0.89667377	0.63674950
-0.89600710	0.63674950
-0.89534042	0.63674950
-0.89467375	0.63674950
-0.89400708	0.63674950
-0.89334041	0.63674950
-0.89267374	0.63674950
-0.89200706	0.63674950
-0.89134039	0.63674950
